ID;LOCAL;NUMERO;BAIRRO;ANO;DATA;HORA;CIDADE;ENDEREÇO;TIPO DE ROUBO;DIA DA SEMANA;LAT_LONG;;;;;;;;;;;;;;
528;DO MORRO DE PAULA;0;SANTO ANDRE;2025;21/05/2025;21:00:00;SAO LEOPOLDO;DO MORRO DE PAULA, 0, SANTO ANDRE, SAO LEOPOLDO;VEICULO;quarta-feira;-29.78795330308783, -51.10882836371296;;;;;;;;;;;;;;
529;JACY PORTO;1435;VICENTINA;2025;21/05/2025;19:30:00;SAO LEOPOLDO;JACY PORTO, 1435, VICENTINA, SAO LEOPOLDO;VEICULO;quarta-feira;-29.779685,-51.158989;;;;;;;;;;;;;;
530;CAXIAS DO SUL;52;RIO DOS SINOS;2025;24/05/2025;07:00:00;SAO LEOPOLDO;CAXIAS DO SUL, 52, RIO DOS SINOS, SAO LEOPOLDO;PEDESTRE;sábado;-29.759156233331563, -51.1487199185281;;;;;;;;;;;;;;
531;GETULIO VARGAS;1531;SAO JOAO BATISTA;2025;24/05/2025;02:00:00;SAO LEOPOLDO;GETULIO VARGAS, 1531, SAO JOAO BATISTA, SAO LEOPOLDO;PEDESTRE;sábado;-29.772690,-51.154310;;;;;;;;;;;;;;
532;BRASIL CAMORETO GAL;70;SANTA TERESA;2025;25/05/2025;13:00:00;SAO LEOPOLDO;BRASIL CAMORETO GAL, 70, SANTA TERESA, SAO LEOPOLDO;PEDESTRE;domingo;-29.786774175048645, -51.139775303185544;;;;;;;;;;;;;;
533;BR 116;0;VICENTINA;2025;26/05/2025;14:00:00;SAO LEOPOLDO;BR 116, 0, VICENTINA, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.777418,-51.155781;;;;;;;;;;;;;;
534;JOAO CORREA;1827;CENTRO;2025;27/05/2025;20:00:00;SAO LEOPOLDO;JOAO CORREA, 1827, CENTRO, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.772196,-51.152839;;;;;;;;;;;;;;
535;SALDANHA DA GAMA;926;CENTRO;2025;27/05/2025;13:30:00;SAO LEOPOLDO;SALDANHA DA GAMA, 926, CENTRO, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.768038,-51.148280;;;;;;;;;;;;;;
536;BORGES DE MEDEIROS;55;MORRO DO ESPELHO;2025;27/05/2025;02:30:00;SAO LEOPOLDO;BORGES DE MEDEIROS, 55, MORRO DO ESPELHO, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.770496036488346, -51.140571859009086;;;;;;;;;;;;;;
537;ANA CAVITAS;0;SANTOS DUMONT;2025;28/05/2025;18:00:00;SAO LEOPOLDO;ANA CAVITAS, 0, SANTOS DUMONT, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.74333549045311, -51.142386245516384;;;;;;;;;;;;;;
538;JOAO FLORES DA ROSA;146;FAZENDA SAO BORJA;2025;28/05/2025;06:00:00;SAO LEOPOLDO;JOAO FLORES DA ROSA, 146, FAZENDA SAO BORJA, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.790269,-51.125769;;;;;;;;;;;;;;
539;DA SAUDADE;255;CRISTO REI;2025;28/05/2025;22:30:00;SAO LEOPOLDO;DA SAUDADE, 255, CRISTO REI, SAO LEOPOLDO;VEICULO;quarta-feira;-29.782572,-51.148790;;;;;;;;;;;;;;
540;EDUARDO DE ALMEIDA;0;SAO MIGUEL;2025;29/05/2025;20:00:00;SAO LEOPOLDO;EDUARDO DE ALMEIDA, 0, SAO MIGUEL, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.768676,-51.157507;;;;;;;;;;;;;;
541;PINHAL ALTO;140;CAMPINA;2025;29/05/2025;02:00:00;SAO LEOPOLDO;PINHAL ALTO, 140, CAMPINA, SAO LEOPOLDO;RESIDENCIA;quinta-feira;-29.744066,-51.165358;;;;;;;;;;;;;;
542;ARNO SCHUCH;0;VICENTINA;2025;31/05/2025;16:30:00;SAO LEOPOLDO;ARNO SCHUCH, 0, VICENTINA, SAO LEOPOLDO;PEDESTRE;sábado;-29.773601,-51.161502;;;;;;;;;;;;;;
543;NAO INFORMADO;0;CRISTO REI;2025;03/06/2025;07:00:00;SAO LEOPOLDO;NAO INFORMADO, 0, CRISTO REI, SAO LEOPOLDO;PEDESTRE;terça-feira;#N/D;;;;;;;;;;;;;;
544;JOAO CARLOS HOHENDORFF;710;ARROIO DA MANTEIGA;2025;05/06/2025;00:30:00;SAO LEOPOLDO;JOAO CARLOS HOHENDORFF, 710, ARROIO DA MANTEIGA, SAO LEOPOLDO;COMERCIO;quinta-feira;-29.72913637489039, -51.168889618529306;;;;;;;;;;;;;;
545;FERRABRAZ;799;CAMPINA;2025;05/06/2025;20:00:00;SAO LEOPOLDO;FERRABRAZ, 799, CAMPINA, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.751220216477122, -51.16062131668031;;;;;;;;;;;;;;
546;PAROBE;2101;ARROIO DA MANTEIGA;2025;05/06/2025;14:00:00;SAO LEOPOLDO;PAROBE, 2101, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;quinta-feira;-29.725718,-51.169774;;;;;;;;;;;;;;
547;BR 116;0;VICENTINA;2025;06/06/2025;18:00:00;SAO LEOPOLDO;BR 116, 0, VICENTINA, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.777418,-51.155781;;;;;;;;;;;;;;
548;HENRIQUE BIER;10;CAMPINA;2025;06/06/2025;15:00:00;SAO LEOPOLDO;HENRIQUE BIER, 10, CAMPINA, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.750019371763276, -51.151791560857674;;;;;;;;;;;;;;
549;PARANA;961;SCHARLAU;2025;06/06/2025;00:30:00;SAO LEOPOLDO;PARANA, 961, SCHARLAU, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.735351,-51.151814;;;;;;;;;;;;;;
550;PALMEIRA DAS MISSOES;136;SANTA TERESA;2025;11/06/2025;06:00:00;SAO LEOPOLDO;PALMEIRA DAS MISSOES, 136, SANTA TERESA, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.787547629968433, -51.13431311852725;;;;;;;;;;;;;;
551;CAXIAS DO SUL;338;RIO DOS SINOS;2025;11/06/2025;07:30:00;SAO LEOPOLDO;CAXIAS DO SUL, 338, RIO DOS SINOS, SAO LEOPOLDO;VEICULO;quarta-feira;-29.756186,-51.149313;;;;;;;;;;;;;;
552;ROBERTO ARTHUR SEEWALD;408;SCHARLAU;2025;15/06/2025;23:30:00;SAO LEOPOLDO;ROBERTO ARTHUR SEEWALD, 408, SCHARLAU, SAO LEOPOLDO;VEICULO;domingo;-29.729216808312692, -51.163517487846;;;;;;;;;;;;;;
553;JOAO BORGES FORTES;119;SANTOS DUMONT;2025;16/06/2025;09:30:00;SAO LEOPOLDO;JOAO BORGES FORTES, 119, SANTOS DUMONT, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.744647,-51.138823;;;;;;;;;;;;;;
554;FERRABRAZ;0;CAMPINA;2025;16/06/2025;08:00:00;SAO LEOPOLDO;FERRABRAZ, 0, CAMPINA, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.745038,-51.158622;;;;;;;;;;;;;;
555;INDEPENDENCIA;1213;CENTRO;2025;16/06/2025;01:00:00;SAO LEOPOLDO;INDEPENDENCIA, 1213, CENTRO, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.770098,-51.144795;;;;;;;;;;;;;;
556;PAROBE;1200;SCHARLAU;2025;17/06/2025;08:00:00;SAO LEOPOLDO;PAROBE, 1200, SCHARLAU, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.727152,-51.160245;;;;;;;;;;;;;;
557;SENADOR SALGADO FILHO;0;SANTOS DUMONT;2025;20/06/2025;23:00:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 0, SANTOS DUMONT, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.724373,-51.149095;;;;;;;;;;;;;;
558;JOAO A KOCHE;302;SANTOS DUMONT;2025;21/06/2025;18:30:00;SAO LEOPOLDO;JOAO A KOCHE, 302, SANTOS DUMONT, SAO LEOPOLDO;PEDESTRE;sábado;-29.730979008966273, -51.14518560318755;;;;;;;;;;;;;;
559;LINDOLFO COLLOR;0;CENTRO;2025;24/06/2025;17:30:00;SAO LEOPOLDO;LINDOLFO COLLOR, 0, CENTRO, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.768149,-51.143453;;;;;;;;;;;;;;
560;SENADOR SALGADO FILHO;3503;SANTOS DUMONT;2025;27/06/2025;20:30:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 3503, SANTOS DUMONT, SAO LEOPOLDO;COMERCIO;sexta-feira;-29.727591,-51.148532;;;;;;;;;;;;;;
561;BRASIL CAMORETO GAL;251;SANTA TERESA;2025;27/06/2025;10:00:00;SAO LEOPOLDO;BRASIL CAMORETO GAL, 251, SANTA TERESA, SAO LEOPOLDO;COMERCIO;sexta-feira;-29.786811,-51.137803;;;;;;;;;;;;;;
562;PRIMEIRO DE MARCO;50;CENTRO;2025;30/06/2025;21:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 50, CENTRO, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.762561,-51.147549;;;;;;;;;;;;;;
563;SAO JOAO;601;CENTRO;2025;01/07/2025;20:30:00;SAO LEOPOLDO;SAO JOAO, 601, CENTRO, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.764623,-51.150609;;;;;;;;;;;;;;
564;LIONS SCHARLAU;99;SANTOS DUMONT;2025;02/07/2025;22:00:00;SAO LEOPOLDO;LIONS SCHARLAU, 99, SANTOS DUMONT, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.731178,-51.147890;;;;;;;;;;;;;;
565;NAO SOUBE INFORMAR;0;;2025;02/07/2025;16:00:00;SAO LEOPOLDO;NAO SOUBE INFORMAR, 0, , SAO LEOPOLDO;VEICULO;quarta-feira;#N/D;;;;;;;;;;;;;;
566;VISCONDE DE SAO LEOPOLDO;620;VICENTINA;2025;03/07/2025;21:00:00;SAO LEOPOLDO;VISCONDE DE SAO LEOPOLDO, 620, VICENTINA, SAO LEOPOLDO;COMERCIO;quinta-feira;-29.774818,-51.161092;;;;;;;;;;;;;;
567;THOMAZ EDISON;3168;SCHARLAU;2025;06/07/2025;02:30:00;SAO LEOPOLDO;THOMAZ EDISON, 3168, SCHARLAU, SAO LEOPOLDO;VEICULO;domingo;-29.72809950789822, -51.155692889693796;;;;;;;;;;;;;;
568;AIMORE;310;CAMPINA;2025;07/07/2025;18:30:00;SAO LEOPOLDO;AIMORE, 310, CAMPINA, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.750389975067296, -51.15536554551601;;;;;;;;;;;;;;
569;CORA CORALINA;23;SANTOS DUMONT;2025;07/07/2025;05:30:00;SAO LEOPOLDO;CORA CORALINA, 23, SANTOS DUMONT, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.738333,-51.140925;;;;;;;;;;;;;;
570;INDEPENDENCIA;0;CENTRO;2025;08/07/2025;21:30:00;SAO LEOPOLDO;INDEPENDENCIA, 0, CENTRO, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.760647,-51.147371;;;;;;;;;;;;;;
571;SANTA ROSA;652;SANTA TERESA;2025;09/07/2025;09:30:00;SAO LEOPOLDO;SANTA ROSA, 652, SANTA TERESA, SAO LEOPOLDO;VEICULO;quarta-feira;-29.791695,-51.132963;;;;;;;;;;;;;;
572;SAO DOMINGOS;772;CENTRO;2025;10/07/2025;03:30:00;SAO LEOPOLDO;SAO DOMINGOS, 772, CENTRO, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.76476170184288, -51.15303787435088;;;;;;;;;;;;;;
573;MANTIQUEIRA;0;SCHARLAU;2025;11/07/2025;19:30:00;SAO LEOPOLDO;MANTIQUEIRA, 0, SCHARLAU, SAO LEOPOLDO;VEICULO;sexta-feira;-29.725507158042923, -51.15339860503551;;;;;;;;;;;;;;
574;GETULIO VARGAS;3239;VICENTINA;2025;11/07/2025;11:30:00;SAO LEOPOLDO;GETULIO VARGAS, 3239, VICENTINA, SAO LEOPOLDO;VEICULO;sexta-feira;-29.786296522103, -51.16429702138399;;;;;;;;;;;;;;
575;ARNALDO PEREIRA DA SILVA;1325;SANTOS DUMONT;2025;14/07/2025;20:30:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 1325, SANTOS DUMONT, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.74265796697945, -51.14823660318697;;;;;;;;;;;;;;
576;NAO INFORMADO;85;ARROIO DA MANTEIGA;2025;15/07/2025;22:30:00;SAO LEOPOLDO;NAO INFORMADO, 85, ARROIO DA MANTEIGA, SAO LEOPOLDO;PEDESTRE;terça-feira;#N/D;;;;;;;;;;;;;;
577;SARANDI;73;SANTA TERESA;2025;16/07/2025;06:00:00;SAO LEOPOLDO;SARANDI, 73, SANTA TERESA, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.790240,-51.136256;;;;;;;;;;;;;;
578;RAUL BOCANERA;268;SCHARLAU;2025;17/07/2025;16:00:00;SAO LEOPOLDO;RAUL BOCANERA, 268, SCHARLAU, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.73804472745791, -51.157498887845605;;;;;;;;;;;;;;
579;AROEIRA;119;SANTOS DUMONT;2025;18/07/2025;19:00:00;SAO LEOPOLDO;AROEIRA, 119, SANTOS DUMONT, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.74184914403378, -51.141585203187134;;;;;;;;;;;;;;
580;JOVELINA MARQUES GOMES;788;VICENTINA;2025;18/07/2025;10:30:00;SAO LEOPOLDO;JOVELINA MARQUES GOMES, 788, VICENTINA, SAO LEOPOLDO;VEICULO;sexta-feira;-29.77004156215803, -51.17185230318605;;;;;;;;;;;;;;
581;HENRIQUE BIER;2850;ARROIO DA MANTEIGA;2025;20/07/2025;22:30:00;SAO LEOPOLDO;HENRIQUE BIER, 2850, ARROIO DA MANTEIGA, SAO LEOPOLDO;PEDESTRE;domingo;-29.734551,-51.172646;;;;;;;;;;;;;;
582;CORONEL ATALIBIO TAURINO DE REZENDE;1458;CAMPINA;2025;20/07/2025;20:00:00;SAO LEOPOLDO;CORONEL ATALIBIO TAURINO DE REZENDE, 1458, CAMPINA, SAO LEOPOLDO;PEDESTRE;domingo;-29.741385995234207, -51.158996221393934;;;;;;;;;;;;;;
583;PAROBE;0;ARROIO DA MANTEIGA;2025;21/07/2025;19:00:00;SAO LEOPOLDO;PAROBE, 0, ARROIO DA MANTEIGA, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.715789,-51.179219;;;;;;;;;;;;;;
584;FEITORIA;0;FEITORIA;2025;21/07/2025;07:00:00;SAO LEOPOLDO;FEITORIA, 0, FEITORIA, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.752363,-51.092693;;;;;;;;;;;;;;
585;JOAO BORGES FORTES;89;SANTOS DUMONT;2025;21/07/2025;06:00:00;SAO LEOPOLDO;JOAO BORGES FORTES, 89, SANTOS DUMONT, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.744284,-51.138248;;;;;;;;;;;;;;
586;HENRIQUE BIER;1920;ARROIO DA MANTEIGA;2025;21/07/2025;05:00:00;SAO LEOPOLDO;HENRIQUE BIER, 1920, ARROIO DA MANTEIGA, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.738737,-51.166214;;;;;;;;;;;;;;
587;MAUA;415;DUQUE DE CAXIAS;2025;22/07/2025;21:00:00;SAO LEOPOLDO;MAUA, 415, DUQUE DE CAXIAS, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.79572904351631, -51.13472270318526;;;;;;;;;;;;;;
588;SALDANHA DA GAMA;508;CENTRO;2025;23/07/2025;19:30:00;SAO LEOPOLDO;SALDANHA DA GAMA, 508, CENTRO, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.764353,-51.149138;;;;;;;;;;;;;;
589;DA PAZ;55;PADRE REUS;2025;23/07/2025;20:30:00;SAO LEOPOLDO;DA PAZ, 55, PADRE REUS, SAO LEOPOLDO;VEICULO;quarta-feira;-29.782693,-51.146212;;;;;;;;;;;;;;
590;DOMINGOS DE BRITO PEIXOTO;325;SANTOS DUMONT;2025;24/07/2025;07:00:00;SAO LEOPOLDO;DOMINGOS DE BRITO PEIXOTO, 325, SANTOS DUMONT, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.747113875069104, -51.1389956320224;;;;;;;;;;;;;;
591;VIAMAO;227;SANTA TERESA;2025;24/07/2025;05:30:00;SAO LEOPOLDO;VIAMAO, 227, SANTA TERESA, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.791793,-51.133945;;;;;;;;;;;;;;
592;DAS INDUSTRIAS;0;FAZENDA SAO BORJA;2025;24/07/2025;05:00:00;SAO LEOPOLDO;DAS INDUSTRIAS, 0, FAZENDA SAO BORJA, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.791025,-51.121988;;;;;;;;;;;;;;
593;SAO PAULO;349;CENTRO;2025;26/07/2025;14:00:00;SAO LEOPOLDO;SAO PAULO, 349, CENTRO, SAO LEOPOLDO;PEDESTRE;sábado;-29.76105709702609, -51.14383876371902;;;;;;;;;;;;;;
594;SAO CAETANO;273;CENTRO;2025;28/07/2025;07:00:00;SAO LEOPOLDO;SAO CAETANO, 273, CENTRO, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.769609,-51.144684;;;;;;;;;;;;;;
595;CORA CORALINA;1931;SANTOS DUMONT;2025;28/07/2025;14:30:00;SAO LEOPOLDO;CORA CORALINA, 1931, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;segunda-feira;-29.747776815198982, -51.133070845516215;;;;;;;;;;;;;;
596;SAO BORJA;893;RIO BRANCO;2025;28/07/2025;07:00:00;SAO LEOPOLDO;SAO BORJA, 893, RIO BRANCO, SAO LEOPOLDO;COMERCIO;segunda-feira;-29.775972287403007, -51.12953440318591;;;;;;;;;;;;;;
597;JOSE BONIFACIO;910;CENTRO;2025;29/07/2025;15:30:00;SAO LEOPOLDO;JOSE BONIFACIO, 910, CENTRO, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.768197,-51.142787;;;;;;;;;;;;;;
598;INDEPENDENCIA;0;CENTRO;2025;29/07/2025;11:00:00;SAO LEOPOLDO;INDEPENDENCIA, 0, CENTRO, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.760647,-51.147371;;;;;;;;;;;;;;
599;OSVALDO ARANHA;794;CENTRO;2025;30/07/2025;19:30:00;SAO LEOPOLDO;OSVALDO ARANHA, 794, CENTRO, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.763564,-51.148631;;;;;;;;;;;;;;
600;FEITORIA;1646;SAO JOSE;2025;30/07/2025;08:00:00;SAO LEOPOLDO;FEITORIA, 1646, SAO JOSE, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.766533150432387, -51.11981867905928;;;;;;;;;;;;;;
601;CAPITAO ARMINIO BIER;865;VICENTINA;2025;30/07/2025;19:30:00;SAO LEOPOLDO;CAPITAO ARMINIO BIER, 865, VICENTINA, SAO LEOPOLDO;VEICULO;quarta-feira;-29.774856,-51.165150;;;;;;;;;;;;;;
602;MAUA;3539;SANTA TERESA;2025;03/08/2025;21:30:00;SAO LEOPOLDO;MAUA, 3539, SANTA TERESA, SAO LEOPOLDO;PEDESTRE;domingo;-29.787188063743752, -51.14074280318548;;;;;;;;;;;;;;
603;JULIANA FORTUNA;2032;CAMPESTRE;2025;03/08/2025;21:30:00;SAO LEOPOLDO;JULIANA FORTUNA, 2032, CAMPESTRE, SAO LEOPOLDO;PEDESTRE;domingo;-29.776010835424508, -51.10976102138647;;;;;;;;;;;;;;
604;JOSE LUIS SCHROEDER;12;RIO BRANCO;2025;04/08/2025;21:30;SAO LEOPOLDO;JOSE LUIS SCHROEDER, 12, RIO BRANCO, SAO LEOPOLDO;COMERCIO;segunda-feira;-29.776108387390273, -51.128460347363195;;;;;;;;;;;;;;
605;LEOPOLDO WASUN;810;SANTOS DUMONT;2025;04/08/2025;19:30:00;SAO LEOPOLDO;LEOPOLDO WASUN, 810, SANTOS DUMONT, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.73619930716552, -51.135260960858155;;;;;;;;;;;;;;
606;DOM JOAO BECKER;665;CENTRO;2025;04/08/2025;18:00:00;SAO LEOPOLDO;DOM JOAO BECKER, 665, CENTRO, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.760571,-51.148664;;;;;;;;;;;;;;
607;PADRE LUIS GONZAGA JAEGER;160;CRISTO REI;2025;04/08/2025;20:00:00;SAO LEOPOLDO;PADRE LUIS GONZAGA JAEGER, 160, CRISTO REI, SAO LEOPOLDO;VEICULO;segunda-feira;-29.79097368599998, -51.15565073202065;;;;;;;;;;;;;;
608;NEREU RAMOS;186;DUQUE DE CAXIAS;2025;05/08/2025;20:30:00;SAO LEOPOLDO;NEREU RAMOS, 186, DUQUE DE CAXIAS, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.797157543914516, -51.124395603185306;;;;;;;;;;;;;;
609;CORA CORALINA;0;SANTOS DUMONT;2025;07/08/2025;17:00:00;SAO LEOPOLDO;CORA CORALINA, 0, SANTOS DUMONT, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.747372,-51.133442;;;;;;;;;;;;;;
610;JOAO CORREA;822;CENTRO;2025;09/08/2025;17:00:00;SAO LEOPOLDO;JOAO CORREA, 822, CENTRO, SAO LEOPOLDO;PEDESTRE;sábado;-29.770711,-51.143139;;;;;;;;;;;;;;
611;SEMINARISTA WENDELINO PLEIN;203;CAMPINA;2025;11/08/2025;20:00:00;SAO LEOPOLDO;SEMINARISTA WENDELINO PLEIN, 203, CAMPINA, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.745667259905026, -51.152885816680936;;;;;;;;;;;;;;
612;ERS 240;5115;SCHARLAU;2025;11/08/2025;20:00:00;SAO LEOPOLDO;ERS 240, 5115, SCHARLAU, SAO LEOPOLDO;VEICULO;segunda-feira;#N/D;;;;;;;;;;;;;;
613;CORONEL BORDINI;1151;SANTO ANDRE;2025;12/08/2025;22:00:00;SAO LEOPOLDO;CORONEL BORDINI, 1151, SANTO ANDRE, SAO LEOPOLDO;VEICULO;terça-feira;-29.777963,-51.117566;;;;;;;;;;;;;;
614;SAO FRANCISCO;362;CENTRO;2025;14/08/2025;13:30:00;SAO LEOPOLDO;SAO FRANCISCO, 362, CENTRO, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.762879,-51.150322;;;;;;;;;;;;;;
615;FEITORIA;0;PINHEIRO;2025;14/08/2025;06:30:00;SAO LEOPOLDO;FEITORIA, 0, PINHEIRO, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.752363,-51.092693;;;;;;;;;;;;;;
616;ARNALDO PEREIRA DA SILVA;0;SANTOS DUMONT;2025;15/08/2025;23:30:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 0, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;sexta-feira;-29.739138,-51.148784;;;;;;;;;;;;;;
